School Name,State,Classification,StudentBody,SEVASize
Cloverdale,IN,2A,394,500
Covenant Christian,IN,2A,101,500
Covington,IN,2A,297,500
Crawford County,IN,2A,,500
Delphi Community,IN,2A,,500
Eastbrook,IN,2A,,500
"Eastern (Greentown, IN)",IN,2A,,500
"Eastern (Pekin, IN)",IN,2A,,500
Eastern Greene,IN,2A,,500
Eastern Hancock,IN,2A,,500
Eastside,IN,2A,,500
Elwood,IN,2A,,500
Evansville Mater Dei,IN,2A,,500
Forest Park,IN,2A,,500
Fort Wayne Canterbury,IN,2A,,500
Fountain Central,IN,2A,,500
Frankton,IN,2A,,500
Fremont,IN,2A,,500
Gary Roosevelt,IN,2A,,500
Hagerstown,IN,2A,,500
Hammond Bishop Noll,IN,2A,,500
Hebron,IN,2A,,500
Henryville,IN,2A,,500
Heritage Christian,IN,2A,,500
Indianapolis Broad Ripple,IN,2A,,500
Indianapolis Howe,IN,2A,,500
Indianapolis Scecina Memorial,IN,2A,,500
Indianapolis Shortridge,IN,2A,,500
Irvington Preparatory Academy,IN,2A,,500
Knightstown,IN,2A,,500
Knox,IN,2A,,500
Lake Station Edison,IN,2A,,500
Lapel,IN,2A,,500
LaVille,IN,2A,,500
Linton-Stockton,IN,2A,,500
Madison-Grant,IN,2A,,500
Manchester,IN,2A,,500
Marquette Catholic,IN,2A,,500
Milan,IN,2A,,500
Mitchell,IN,2A,,500
Monroe Central,IN,2A,,500
Monrovia,IN,2A,,500
Muncie Burris,IN,2A,,500
North Decatur,IN,2A,,500
North Judson-San Pierre,IN,2A,,500
North Knox,IN,2A,,500
North Newton,IN,2A,,500
North Posey,IN,2A,,500
North Putnam,IN,2A,,500
Northeastern,IN,2A,,500
Northfield,IN,2A,,500
Oak Hill,IN,2A,,500
Paoli,IN,2A,,500
Perry Central,IN,2A,,500
Prairie Heights,IN,2A,,500
Providence,IN,2A,,500
River Forest,IN,2A,,500
Rochester,IN,2A,,500
Rossville,IN,2A,,500
Seeger,IN,2A,,500
Shenandoah,IN,2A,,500
Sheridan,IN,2A,,500
South Adams,IN,2A,,500
South Knox,IN,2A,,500
South Putnam,IN,2A,,500
South Ripley,IN,2A,,500
South Spencer,IN,2A,,500
South Vermillion,IN,2A,,500
Southmont,IN,2A,,500
Southwestern,IN,2A,,500
Southwood,IN,2A,,500
Speedway,IN,2A,,500
Switzerland County,IN,2A,,500
Taylor,IN,2A,,500
Tell City,IN,2A,,500
Triton Central,IN,2A,,500
Union County,IN,2A,,500
Wabash,IN,2A,,500
Wapahani,IN,2A,,500
Westview,IN,2A,,500
Whiting,IN,2A,,500
Whitko,IN,2A,,500
Winamac,IN,2A,,500
Winchester Community,IN,2A,,500
Woodlan,IN,2A,,500
Andrean,IN,3A,584,900
Angola,IN,3A,886,900
Batesville,IN,3A,734,900
Beech Grove,IN,3A,830,900
Bellmont,IN,3A,747,900
Benton Central,IN,3A,893,900
Blackford,IN,3A,540,900
Boonville,IN,3A,913,900
Brebeuf Jesuit Preparatory,IN,3A,780,900
Brown County,IN,3A,660,900
Brownstown Central,IN,3A,558,900
Calumet New Tech,IN,3A,649,900
Charlestown,IN,3A,715,900
Columbia City,IN,3A,1075,900
Corydon Central,IN,3A,735,900
Crawfordsville,IN,3A,649,900
Culver Academies,IN,3A,802,900
Danville,IN,3A,1583,900
Delta,IN,3A,840,900
Edgewood,IN,3A,759,900
Evansville Bosse,IN,3A,774,900
Evansville Memorial,IN,3A,780,900
Fairfield,IN,3A,,900
Fort Wayne Bishop Dwenger,IN,3A,,900
Fort Wayne Bishop Luers,IN,3A,,900
Fort Wayne Concordia Lutheran,IN,3A,,900
Frankfort,IN,3A,,900
Franklin County,IN,3A,,900
Garrett,IN,3A,,900
Gibson Southern,IN,3A,,900
Glenn,IN,3A,,900
Greencastle,IN,3A,,900
Greensburg,IN,3A,,900
Griffith,IN,3A,,900
Hamilton Heights,IN,3A,,900
Hammond,IN,3A,,900
Hammond Clark,IN,3A,,900
Hammond Gavit,IN,3A,,900
Hanover Central,IN,3A,,900
Heritage,IN,3A,,900
Heritage Hills,IN,3A,,900
Herron,IN,3A,,900
Indian Creek,IN,3A,,900
Indianapolis Bishop Chatard,IN,3A,,900
Indianapolis Cardinal Ritter,IN,3A,,900
Indianapolis Crispus Attucks,IN,3A,,900
Indianapolis Emmerich Manual,IN,3A,,900
Indianapolis Marshall,IN,3A,,900
Indianapolis Northwest,IN,3A,,900
Indianapolis Washington,IN,3A,,900
Jasper,IN,3A,,900
Jimtown,IN,3A,,900
Kankakee Valley,IN,3A,,900
Lakeland,IN,3A,,900
Lawrenceburg,IN,3A,,900
Lebanon,IN,3A,,900
Leo,IN,3A,,900
Lighthouse College Prep Academy,IN,3A,,900
Maconaquah,IN,3A,,900
Madison,IN,3A,,900
Marion,IN,3A,,900
Mishawaka Marian,IN,3A,,900
Mississinewa,IN,3A,,900
Mt. Vernon,IN,3A,,900
New Haven,IN,3A,,900
New Palestine,IN,3A,,900
New Prairie,IN,3A,,900
North Harrison,IN,3A,,900
North Montgomery,IN,3A,,900
Northview,IN,3A,,900
Northwestern,IN,3A,,900
NorthWood,IN,3A,,900
Norwell,IN,3A,,900
Owen Valley,IN,3A,,900
Park Tudor,IN,3A,,900
Peru,IN,3A,,900
Pike Central,IN,3A,,900
Princeton,IN,3A,,900
Rensselaer Central,IN,3A,,900
Rushville,IN,3A,,900
Salem,IN,3A,,900
Scottsburg,IN,3A,,900
Silver Creek,IN,3A,,900
South Bend St. Joseph,IN,3A,,900
South Dearborn,IN,3A,,900
Southridge,IN,3A,,900
Sullivan,IN,3A,,900
Tippecanoe Valley,IN,3A,,900
Tipton,IN,3A,,900
Tri-West Hendricks,IN,3A,,900
Twin Lakes,IN,3A,,900
Vincennes Lincoln,IN,3A,,900
Washington,IN,3A,,900
Wawasee,IN,3A,,900
West Lafayette,IN,3A,,900
West Noble,IN,3A,,900
West Vigo,IN,3A,,900
Western,IN,3A,,900
Western Boone,IN,3A,,900
Wheeler,IN,3A,,900
Yorktown,IN,3A,,900
Anderson,IN,4A,1854,2100
Avon,IN,4A,2631,2100
Bedford North Lawrence,IN,4A,1601,2100
Ben Davis,IN,4A,3098,2100
Bloomington North,IN,4A,1537,2100
Bloomington South,IN,4A,1730,2100
Brownsburg,IN,4A,2382,2100
Carmel,IN,4A,4774,2100
Carroll,IN,4A,2092,2100
Castle,IN,4A,1918,2100
Cathedral,IN,4A,1313,2100
Center Grove,IN,4A,2447,2100
Chesterton,IN,4A,2028,2100
Columbus East,IN,4A,1525,2100
Columbus North,IN,4A,2029,2100
Concord,IN,4A,1610,2100
Connersville,IN,4A,1101,2100
Crown Point,IN,4A,2675,2100
Decatur Central,IN,4A,1783,2100
DeKalb,IN,4A,1185,2100
East Central,IN,4A,1344,2100
East Chicago Central,IN,4A,,2100
East Noble,IN,4A,1257,2100
Elkhart Central,IN,4A,1806,2100
Elkhart Memorial,IN,4A,1848,2100
Evansville Central,IN,4A,1178,2100
Evansville Harrison,IN,4A,1044,2100
Evansville North,IN,4A,,2100
Evansville Reitz,IN,4A,,2100
Fishers,IN,4A,2704,2100
Floyd Central,IN,4A,1678,2100
Fort Wayne North Side,IN,4A,1736,2100
Fort Wayne Northrop,IN,4A,,2100
Fort Wayne Snider,IN,4A,,2100
Fort Wayne South Side,IN,4A,,2100
Fort Wayne Wayne,IN,4A,,2100
Franklin Central,IN,4A,,2100
Franklin Community,IN,4A,,2100
Gary West Side,IN,4A,,2100
Goshen,IN,4A,,2100
Greenfield-Central,IN,4A,,2100
Greenwood,IN,4A,,2100
Guerin Catholic,IN,4A,,2100
Hamilton Southeastern,IN,4A,,2100
Hammond Morton,IN,4A,,2100
Harrison,IN,4A,,2100
Highland,IN,4A,,2100
Hobart,IN,4A,,2100
Homestead,IN,4A,,2100
Huntington North,IN,4A,,2100
Indianapolis Arsenal Technical,IN,4A,,2100
Jay County,IN,4A,,2100
Jeffersonville,IN,4A,,2100
Jennings County,IN,4A,,2100
Kokomo,IN,4A,,2100
Lafayette Jefferson,IN,4A,,2100
Lake Central,IN,4A,,2100
LaPorte,IN,4A,,2100
Lawrence Central,IN,4A,,2100
Lawrence North,IN,4A,,2100
Logansport,IN,4A,,2100
Lowell,IN,4A,,2100
Martinsville,IN,4A,,2100
McCutcheon,IN,4A,,2100
Merrillville,IN,4A,,2100
Michigan City,IN,4A,,2100
Mishawaka,IN,4A,,2100
Mooresville,IN,4A,,2100
Mt. Vernon,IN,4A,,2100
Muncie Central,IN,4A,,2100
Munster,IN,4A,,2100
New Albany,IN,4A,,2100
New Castle,IN,4A,,2100
Noblesville,IN,4A,,2100
North Central,IN,4A,,2100
Northridge,IN,4A,,2100
Pendleton Heights,IN,4A,,2100
Penn,IN,4A,,2100
Perry Meridian,IN,4A,,2100
Pike,IN,4A,,2100
Plainfield,IN,4A,,2100
Plymouth,IN,4A,,2100
Portage,IN,4A,,2100
Richmond,IN,4A,,2100
Roncalli,IN,4A,,2100
Seymour,IN,4A,,2100
Shelbyville,IN,4A,,2100
South Bend Adams,IN,4A,,2100
South Bend Clay,IN,4A,,2100
South Bend Riley,IN,4A,,2100
South Bend Washington,IN,4A,,2100
Southport,IN,4A,,2100
Terre Haute North Vigo,IN,4A,,2100
Terre Haute South Vigo,IN,4A,,2100
Valparaiso,IN,4A,,2100
Warren Central,IN,4A,,2100
Warsaw,IN,4A,,2100
Westfield,IN,4A,,2100
Whiteland,IN,4A,,2100
Zionsville,IN,4A,,2100
Adair-Casey,IA,1A,133,300
AGWSR,IA,1A,,300
Akron-Westfield,IA,1A,171,300
Alburnett,IA,1A,216,300
Ankeny Christian Academy,IA,1A,237,300
Ar-We-Va,IA,1A,107,300
Audubon,IA,1A,336,300
BCLUW,IA,1A,,300
Bedford,IA,1A,239,300
Belle Plaine,IA,1A,247,300
Bellevue,IA,1A,389,300
Belmond-Klemme,IA,1A,297,300
B-G-M,IA,1A,,300
Bishop Garrigan,IA,1A,245,300
Boyden-Hull,IA,1A,247,300
Boyer Valley,IA,1A,238,300
Cal,IA,1A,106,300
Calamus-Wheatland,IA,1A,251,300
CAM,IA,1A,,300
Cardinal,IA,1A,362,300
Cedar Valley Christian,IA,1A,,300
Central,IA,1A,,300
Central City,IA,1A,,300
Central Decatur,IA,1A,,300
Central Lyon,IA,1A,,300
Charter Oak-Ute,IA,1A,,300
Clarinda Academy,IA,1A,,300
Clarksville,IA,1A,,300
Clay Central-Everly,IA,1A,,300
Colfax-Mingo,IA,1A,,300
Colo-NESCO,IA,1A,,300
Coon Rapids-Bayard,IA,1A,,300
Danville,IA,1A,,300
Diagonal,IA,1A,,300
Don Bosco,IA,1A,,300
Dunkerton,IA,1A,,300
East Buchanan,IA,1A,,300
East Mills,IA,1A,,300
East Union,IA,1A,,300
Easton Valley,IA,1A,,300
Edgewood-Colesburg,IA,1A,,300
English Valleys,IA,1A,,300
Essex,IA,1A,,300
Exira-EHK,IA,1A,,300
Fremont-Mills,IA,1A,,300
Gehlen Catholic,IA,1A,,300
George-Little Rock,IA,1A,,300
Gladbrook-Reinbeck,IA,1A,,300
Glidden-Ralston,IA,1A,,300
GMG,IA,1A,,300
Graettinger-Terril/Ruthven-Ayrshire,IA,1A,,300
Grandview Park Baptist,IA,1A,,300
Griswold,IA,1A,,300
Grundy Center,IA,1A,,300
Guthrie Center,IA,1A,,300
Harris-Lake Park,IA,1A,,300
Hartley-Melvin-Sanborn,IA,1A,,300
Heartland Christian,IA,1A,,300
Highland,IA,1A,,300
H-L-V,IA,1A,,300
Holy Trinity Catholic,IA,1A,,300
Hudson,IA,1A,,300
IKM/Manning,IA,1A,,300
Iowa Christian Academy,IA,1A,,300
Iowa Mennonite,IA,1A,,300
Iowa Valley,IA,1A,,300
Janesville,IA,1A,,300
Jesup,IA,1A,,300
Kee,IA,1A,,300
Keota,IA,1A,,300
Kingsley-Pierson,IA,1A,,300
Lamoni,IA,1A,,300
Lawton-Bronson,IA,1A,,300
Lenox,IA,1A,,300
Lisbon,IA,1A,,300
Logan-Magnolia,IA,1A,,300
Lone Tree,IA,1A,,300
Lynnville-Sully,IA,1A,,300
Maple Valley-Anthon-Oto,IA,1A,,300
Marcus-Meriden-Cleghorn,IA,1A,,300
Marquette,IA,1A,,300
Martensdale-St. Mary's,IA,1A,,300
Melcher-Dallas,IA,1A,,300
Meskwaki Settlement,IA,1A,,300
Midland,IA,1A,,300
Montezuma,IA,1A,,300
Moravia,IA,1A,,300
Mormon Trail,IA,1A,,300
Mott,IA,1A,,300
Moulton-Udell,IA,1A,,300
Mt. Ayr,IA,1A,,300
Murray,IA,1A,,300
Nashua-Plainfield,IA,1A,,300
New London,IA,1A,,300
Newell-Fonda,IA,1A,,300
Newman Catholic,IA,1A,,300
Nishnabotna co-op [Hamburg/Farragut],IA,1A,,300
Nodaway Valley,IA,1A,,300
North Butler,IA,1A,,300
North Iowa,IA,1A,,300
North Linn,IA,1A,,300
North Mahaska,IA,1A,,300
North Tama,IA,1A,,300
North Union,IA,1A,,300
Northwood-Kensett,IA,1A,,300
Notre Dame,IA,1A,,300
Orient-Macksburg,IA,1A,,300
Paton-Churdan,IA,1A,,300
Prince of Peace Prep,IA,1A,,300
Remsen-Union,IA,1A,,300
Riceville,IA,1A,,300
River Valley,IA,1A,,300
Rivermont Collegiate,IA,1A,,300
Riverside,IA,1A,,300
Rockford,IA,1A,,300
Scattergood Friends,IA,1A,,300
Seymour,IA,1A,,300
Sidney,IA,1A,,300
Sigourney,IA,1A,,300
Sioux Central,IA,1A,,300
Siouxland Christian,IA,1A,,300
South O'Brien,IA,1A,,300
Southeast Warren,IA,1A,,300
Springville,IA,1A,,300
St. Albert,IA,1A,,300
St. Edmond,IA,1A,,300
St. Mary's,IA,1A,,300
Stanton,IA,1A,,300
Starmont,IA,1A,,300
Storm Lake St. Mary,IA,1A,,300
Tri-Center,IA,1A,,300
Tri-County,IA,1A,,300
Trinity Christian,IA,1A,,300
Tripoli,IA,1A,,300
Turkey Valley,IA,1A,,300
Twin Cedars,IA,1A,,300
Valley Lutheran,IA,1A,,300
WACO,IA,1A,,300
Wapsie Valley,IA,1A,,300
Waterloo Christian,IA,1A,,300
Wayne,IA,1A,,300
West Bend-Mallard,IA,1A,,300
West Central,IA,1A,,300
West Fork,IA,1A,,300
West Hancock,IA,1A,,300
West Harrison,IA,1A,,300
West Monona,IA,1A,,300
West Sioux,IA,1A,,300
Westwood,IA,1A,,300
Whiting,IA,1A,,300
Winfield-Mt. Union,IA,1A,,300
Woodbine,IA,1A,,300
Woodbury Central,IA,1A,,300
A-H-S-T,IA,2A,,400
Albia,IA,2A,358,400
Alta/Aurelia,IA,2A,194,400
Anamosa,IA,2A,386,400
Aplington-Parkersburg,IA,2A,262,400
Battle Creek-Ida Grove/Odebolt-Arthur,IA,2A,278,400
Beckman,IA,2A,454,400
Camanche,IA,2A,338,400
Cascade,IA,2A,362,400
Central Lee,IA,2A,333,400
Central Springs,IA,2A,258,400
Clarinda,IA,2A,331,400
Clarion-Goldfield/DOWS,IA,2A,,400
Clayton-Ridge,IA,2A,233,400
Clear Lake,IA,2A,404,400
Collins-Maxwell-Baxter,IA,2A,248,400
"Columbus (Columbus Junction, IA)",IA,2A,,400
"Columbus (Waterloo, IA)",IA,2A,,400
Davis County,IA,2A,369,400
Denver,IA,2A,208,400
Des Moines Christian,IA,2A,,400
Dike-New Hartford,IA,2A,,400
Durant,IA,2A,,400
Eagle Grove,IA,2A,,400
Earlham,IA,2A,,400
East Marshall,IA,2A,,400
East Sac County,IA,2A,,400
Eddyville-Blakesburg-Fremont,IA,2A,,400
Emmetsburg,IA,2A,,400
Forest City,IA,2A,,400
Garner-Hayfield/Ventura,IA,2A,,400
Hampton-Dumont,IA,2A,,400
Hinton,IA,2A,,400
Interstate 35,IA,2A,,400
Kuemper,IA,2A,,400
Lake Mills,IA,2A,,400
Louisa-Muscatine,IA,2A,,400
Madrid,IA,2A,,400
Maquoketa Valley,IA,2A,,400
Mediapolis,IA,2A,,400
MFL MarMac,IA,2A,,400
Mid-Prairie,IA,2A,,400
Missouri Valley,IA,2A,,400
Monticello,IA,2A,,400
New Hampton,IA,2A,,400
North Cedar,IA,2A,,400
North Fayette Valley,IA,2A,,400
Northeast,IA,2A,,400
Northwest Webster,IA,2A,,400
Oelwein,IA,2A,,400
Ogden,IA,2A,,400
Okoboji,IA,2A,,400
Osage,IA,2A,,400
Panorama,IA,2A,,400
PCM,IA,2A,,400
Pekin,IA,2A,,400
Pella Christian,IA,2A,,400
Pleasantville,IA,2A,,400
Pocahontas/Laurens-Marathon,IA,2A,,400
Red Oak,IA,2A,,400
Regina,IA,2A,,400
Ridge View,IA,2A,,400
Rock Valley,IA,2A,,400
Roland-Story,IA,2A,,400
Sheldon,IA,2A,,400
Shenandoah,IA,2A,,400
Sibley-Ocheyedan,IA,2A,,400
Sioux Center,IA,2A,,400
South Central Calhoun,IA,2A,,400
South Hamilton,IA,2A,,400
South Hardin,IA,2A,,400
South Winneshiek,IA,2A,,400
Southeast Valley,IA,2A,,400
Southwest Valley,IA,2A,,400
St. Ansgar,IA,2A,,400
Sumner-Fredericksburg,IA,2A,,400
Tipton,IA,2A,,400
Treynor,IA,2A,,400
Underwood,IA,2A,,400
Union,IA,2A,,400
Unity Christian,IA,2A,,400
Van Buren/Harmony,IA,2A,,400
Van Meter,IA,2A,,400
Wapello,IA,2A,,400
Washington,IA,2A,,400
Waukon,IA,2A,,400
West Branch,IA,2A,,400
West Burlington,IA,2A,,400
West Central Valley,IA,2A,,400
West Liberty,IA,2A,,400
West Lyon,IA,2A,,400
West Marshall,IA,2A,,400
Western Christian,IA,2A,,400
Wilton,IA,2A,,400
Woodward Academy,IA,2A,,400
Woodward-Granger,IA,2A,,400
A-D-M,IA,3A,,600
Algona/C-W-L,IA,3A,,600
Assumption,IA,3A,490,600
Atlantic,IA,3A,432,600
Ballard,IA,3A,510,600
Benton,IA,3A,474,600
Bishop Heelan Catholic,IA,3A,531,600
Bondurant-Farrar,IA,3A,430,600
Boone,IA,3A,722,600
Carlisle,IA,3A,622,600
Carroll,IA,3A,480,600
Center Point-Urbana,IA,3A,409,600
Centerville,IA,3A,410,600
Central Clinton,IA,3A,535,600
Chariton,IA,3A,436,600
Charles City,IA,3A,515,600
Clarke,IA,3A,372,600
Clear Creek-Amana,IA,3A,564,600
Creston,IA,3A,479,600
Crestwood,IA,3A,424,600
Dallas Center-Grimes,IA,3A,527,600
Decorah-North Winneshiek,IA,3A,,600
Denison-Schleswig,IA,3A,,600
Fairfield,IA,3A,514,600
Fort Madison,IA,3A,604,600
Gilbert,IA,3A,409,600
Glenwood,IA,3A,,600
Greene County,IA,3A,,600
Grinnell,IA,3A,,600
Harlan,IA,3A,,600
Humboldt,IA,3A,,600
Independence,IA,3A,,600
Iowa Falls-Alden,IA,3A,,600
Keokuk,IA,3A,,600
Knoxville,IA,3A,,600
Le Mars,IA,3A,,600
Lincoln Central,IA,3A,,600
Maquoketa,IA,3A,,600
Marion,IA,3A,,600
MOC-Floyd Valley,IA,3A,,600
Mt. Pleasant,IA,3A,,600
Mt. Vernon,IA,3A,,600
Nevada,IA,3A,,600
Newton,IA,3A,,600
North Polk,IA,3A,,600
Oskaloosa,IA,3A,,600
Pella,IA,3A,,600
Perry,IA,3A,,600
Saydel,IA,3A,,600
Sergeant Bluff-Luton,IA,3A,,600
Solon,IA,3A,,600
South Tama County,IA,3A,,600
Spencer,IA,3A,,600
Spirit Lake,IA,3A,,600
Storm Lake,IA,3A,,600
Vinton-Shellsburg,IA,3A,,600
Wahlert,IA,3A,,600
Washington,IA,3A,,600
Waverly-Shell Rock,IA,3A,,600
Webster City,IA,3A,,600
West Delaware,IA,3A,,600
Williamsburg,IA,3A,,600
Winterset,IA,3A,,600
Xavier,IA,3A,,600
Ames,IA,4A,1271,1500
Ankeny,IA,4A,921,1500
Ankeny Centennial,IA,4A,980,1500
Bettendorf/Morning Star Academy,IA,4A,,1500
Burlington,IA,4A,1112,1500
Cedar Falls,IA,4A,1138,1500
Clinton,IA,4A,1096,1500
Davenport Central,IA,4A,1372,1500
Davenport North,IA,4A,979,1500
Davenport West,IA,4A,1928,1500
Des Moines East,IA,4A,2294,1500
Des Moines North,IA,4A,1257,1500
Dowling,IA,4A,1406,1500
Dubuque Senior,IA,4A,1641,1500
Fort Dodge,IA,4A,1125,1500
Hempstead,IA,4A,1645,1500
Hoover,IA,4A,971,1500
Indianola,IA,4A,1113,1500
Iowa City,IA,4A,1536,1500
Iowa City West,IA,4A,1939,1500
"Jefferson (Cedar Rapids, IA)",IA,4A,1495,1500
"Jefferson (Council Bluffs, IA)",IA,4A,,1500
Johnston,IA,4A,,1500
Kennedy,IA,4A,,1500
Lewis Central,IA,4A,,1500
"Lincoln (Des Moines, IA)",IA,4A,,1500
"Lincoln (Council Bluffs, IA)",IA,4A,,1500
Linn-Mar,IA,4A,,1500
Marshalltown,IA,4A,,1500
Mason City,IA,4A,,1500
Muscatine,IA,4A,,1500
North Scott,IA,4A,,1500
Norwalk,IA,4A,,1500
Ottumwa,IA,4A,,1500
Pleasant Valley,IA,4A,,1500
Prairie,IA,4A,,1500
Roosevelt,IA,4A,,1500
Sioux City East,IA,4A,,1500
Sioux City North,IA,4A,,1500
Sioux City West,IA,4A,,1500
Southeast Polk,IA,4A,,1500
Urbandale,IA,4A,,1500
Valley,IA,4A,,1500
Washington,IA,4A,,1500
Waterloo East,IA,4A,,1500
Waterloo West,IA,4A,,1500
Waukee,IA,4A,,1500
Western Dubuque,IA,4A,,1500
Cedar Vale/Dexter,KS,1A I,98,200
Central,KS,1A I,165,200
Centralia,KS,1A I,133,200
Centre,KS,1A I,,200
Clifton-Clyde,KS,1A I,107,200
Doniphan West,KS,1A I,96,200
Fairfield,KS,1A I,307,200
Flinthills,KS,1A I,112,200
Frankfort,KS,1A I,111,200
Goessel,KS,1A I,149,200
Greeley County,KS,1A I,109,200
Hanover,KS,1A I,79,200
Hodgeman County,KS,1A I,141,200
Hoxie,KS,1A I,123,200
Immaculata,KS,1A I,119,200
Kinsley,KS,1A I,161,200
LaCrosse,KS,1A I,,200
Lakeside,KS,1A I,91,200
Lebo,KS,1A I,,200
Marais des Cygnes Valley,KS,1A I,,200
Marmaton Valley,KS,1A I,,200
Minneola,KS,1A I,,200
Onaga,KS,1A I,,200
Osborne,KS,1A I,,200
Otis-Bison,KS,1A I,,200
Peabody-Burns,KS,1A I,,200
Pike Valley,KS,1A I,,200
Pleasanton,KS,1A I,,200
Pretty Prairie,KS,1A I,,200
Quinter,KS,1A I,,200
Rock Hills,KS,1A I,,200
Rural Vista [Hope/White City],KS,1A I,,200
Satanta,KS,1A I,,200
South Barber,KS,1A I,,200
South Haven,KS,1A I,,200
Southern Coffey County,KS,1A I,,200
St. Paul,KS,1A I,,200
Stockton,KS,1A I,,200
Thunder Ridge,KS,1A I,,200
Triplains/Brewster,KS,1A I,,200
Victoria,KS,1A I,,200
Wakefield,KS,1A I,,200
Waverly,KS,1A I,,200
Altoona-Midway,KS,1A II,98,200
Argonia,KS,1A II,80,200
Ashland,KS,1A II,63,200
Attica,KS,1A II,46,200
Axtell,KS,1A II,111,200
Blue Valley,KS,1A II,62,200
Bucklin,KS,1A II,62,200
Burrton,KS,1A II,125,200
Caldwell,KS,1A II,,200
Central Christian,KS,1A II,150,200
Chase,KS,1A II,49,200
Cheylin,KS,1A II,62,200
Crest,KS,1A II,56,200
Cunningham,KS,1A II,46,200
Deerfield,KS,1A II,76,200
Dighton,KS,1A II,113,200
Elyria Christian,KS,1A II,164,200
Fowler,KS,1A II,76,200
Golden Plains,KS,1A II,,200
Hartford,KS,1A II,,200
