School Name,State,Classification,StudentBody,SEVASize
Bridge City,TX,4A,,900
Bridgeport,TX,4A,,900
Brownfield,TX,4A,,900
Brownsboro,TX,4A,,900
Brownwood,TX,4A,,900
Bullard,TX,4A,,900
Burkburnett,TX,4A,,900
Burnet,TX,4A,,900
Bushland,TX,4A,,900
Caddo Mills,TX,4A,,900
Caldwell,TX,4A,,900
Canton,TX,4A,,900
Canyon Lake,TX,4A,,900
Carrizo Springs,TX,4A,,900
Carter,TX,4A,,900
Carthage,TX,4A,,900
Castleberry,TX,4A,,900
Celina,TX,4A,,900
Center,TX,4A,,900
Chapel Hill,TX,4A,,900
China Spring,TX,4A,,900
Cleveland,TX,4A,,900
Clint,TX,4A,,900
Columbia,TX,4A,,900
Columbus,TX,4A,,900
Community,TX,4A,,900
Connally,TX,4A,,900
Crandall,TX,4A,,900
Crystal City,TX,4A,,900
Cuero,TX,4A,,900
Dalhart,TX,4A,,900
Decatur,TX,4A,,900
Denver City,TX,4A,,900
Devine,TX,4A,,900
Diamond Hill-Jarvis,TX,4A,,900
Diboll,TX,4A,,900
Eastside Memorial,TX,4A,,900
El Campo,TX,4A,,900
Estacado,TX,4A,,900
Fabens,TX,4A,,900
Fairfield,TX,4A,,900
Ferris,TX,4A,,900
Ford,TX,4A,,900
Fort Stockton,TX,4A,,900
Fredericksburg,TX,4A,,900
Gainesville,TX,4A,,900
Gatesville,TX,4A,,900
Giddings,TX,4A,,900
Gilmer,TX,4A,,900
Gladewater,TX,4A,,900
Glen Rose,TX,4A,,900
Glenn,TX,4A,,900
Godley,TX,4A,,900
Gonzales,TX,4A,,900
Graham,TX,4A,,900
Greenwood,TX,4A,,900
Grulla,TX,4A,,900
Hamshire-Fannett,TX,4A,,900
Hardin-Jefferson,TX,4A,,900
Hargrave,TX,4A,,900
Henderson,TX,4A,,900
Hidalgo,TX,4A,,900
Hillsboro,TX,4A,,900
Hirschi,TX,4A,,900
Hondo,TX,4A,,900
Hudson,TX,4A,,900
Huntington,TX,4A,,900
Ingleside,TX,4A,,900
Iowa Park,TX,4A,,900
Jasper,TX,4A,,900
Jones,TX,4A,,900
Kashmere,TX,4A,,900
Kaufman,TX,4A,,900
Kennedale,TX,4A,,900
Kilgore,TX,4A,,900
King,TX,4A,,900
Krum,TX,4A,,900
La Feria,TX,4A,,900
La Grange,TX,4A,,900
La Vega,TX,4A,,900
La Vernia,TX,4A,,900
Lake Worth,TX,4A,,900
Lamesa,TX,4A,,900
Lampasas,TX,4A,,900
Levelland,TX,4A,,900
Liberty,TX,4A,,900
Liberty Hill,TX,4A,,900
Liberty-Eylau,TX,4A,,900
Life Waxahachie,TX,4A,,900
Lincoln,TX,4A,,900
Little Cypress-Mauriceville,TX,4A,,900
Llano,TX,4A,,900
Lorena,TX,4A,,900
Lytle,TX,4A,,900
Mabank,TX,4A,,900
Madisonville,TX,4A,,900
Melissa,TX,4A,,900
Mexia,TX,4A,,900
Midlothian Heritage,TX,4A,,900
Mineral Wells,TX,4A,,900
Monahans,TX,4A,,900
Mountain View,TX,4A,,900
Navarro,TX,4A,,900
Navasota,TX,4A,,900
Needville,TX,4A,,900
North Forest,TX,4A,,900
North Hills Prep,TX,4A,,900
North Lamar,TX,4A,,900
Oak Cliff Faith Family Academy,TX,4A,,900
Orange Grove,TX,4A,,900
Orangefield,TX,4A,,900
Palestine,TX,4A,,900
Pampa,TX,4A,,900
Paris,TX,4A,,900
Pearsall,TX,4A,,900
Pecos,TX,4A,,900
Perryton,TX,4A,,900
Pinkston,TX,4A,,900
Pittsburg,TX,4A,,900
Pleasant Grove,TX,4A,,900
Pleasanton,TX,4A,,900
Port Isabel,TX,4A,,900
Poteet,TX,4A,,900
Princeton,TX,4A,,900
Progreso,TX,4A,,900
Rains,TX,4A,,900
Ranchview,TX,4A,,900
Raymondville,TX,4A,,900
Rio Hondo,TX,4A,,900
Robinson,TX,4A,,900
Robstown,TX,4A,,900
Rockport-Fulton,TX,4A,,900
Roosevelt,TX,4A,,900
Royal,TX,4A,,900
Rusk,TX,4A,,900
Salado,TX,4A,,900
San Elizario,TX,4A,,900
Sanger,TX,4A,,900
Scarborough,TX,4A,,900
Sealy,TX,4A,,900
Seminole,TX,4A,,900
Shepherd,TX,4A,,900
Silsbee,TX,4A,,900
Sinton,TX,4A,,900
Smithville,TX,4A,,900
Snyder,TX,4A,,900
Somerset,TX,4A,,900
Spring Hill,TX,4A,,900
Springtown,TX,4A,,900
Stafford,TX,4A,,900
Stephenville,TX,4A,,900
Sweeny,TX,4A,,900
Sweetwater,TX,4A,,900
Tarkington,TX,4A,,900
Tatum,TX,4A,,900
Taylor,TX,4A,,900
Terrell,TX,4A,,900
Van,TX,4A,,900
Venus,TX,4A,,900
Vernon,TX,4A,,900
Washington,TX,4A,,900
West Orange-Stark,TX,4A,,900
West Oso,TX,4A,,900
Wharton,TX,4A,,900
Wheatley,TX,4A,,900
Wills Point,TX,4A,,900
Wilmer-Hutchins,TX,4A,,900
Wimberley,TX,4A,,900
Worthing,TX,4A,,900
Wylie,TX,4A,,900
Yates,TX,4A,,900
Zapata,TX,4A,,900
A&M Consolidated,TX,5A,1966,2000
Adams,TX,5A,,2000
Adamson,TX,5A,1449,2000
Alamo Heights,TX,5A,1546,2000
Aledo,TX,5A,1159,2000
Alice,TX,5A,1450,2000
Amarillo,TX,5A,2248,2000
Andress,TX,5A,1809,2000
Angleton,TX,5A,1814,2000
Arlington Heights,TX,5A,1822,2000
"Austin (El Paso, TX) (El Paso, TX)",TX,5A,1514,2000
"Austin (Houston, TX)",TX,5A,,2000
"Austin (Austin, TX)",TX,5A,,2000
Azle,TX,5A,,2000
Ball,TX,5A,,2000
Barbers Hill,TX,5A,,2000
Bastrop,TX,5A,,2000
Beaumont Central,TX,5A,,2000
Bel Air,TX,5A,,2000
Birdville,TX,5A,,2000
Boerne-Champion,TX,5A,,2000
Boswell,TX,5A,,2000
Bowie,TX,5A,,2000
Brackenridge,TX,5A,,2000
Braswell,TX,5A,,2000
Brenham,TX,5A,,2000
Brewer,TX,5A,,2000
Bryan,TX,5A,,2000
Burbank,TX,5A,,2000
Burges,TX,5A,,2000
Burleson,TX,5A,,2000
Calallen,TX,5A,,2000
Calhoun,TX,5A,,2000
Caney Creek,TX,5A,,2000
Canutillo,TX,5A,,2000
Canyon,TX,5A,,2000
Caprock,TX,5A,,2000
Carroll,TX,5A,,2000
Carter-Riverside,TX,5A,,2000
Cedar Creek,TX,5A,,2000
Cedar Park,TX,5A,,2000
"Centennial (Burleson, TX)",TX,5A,,2000
"Centennial (Frisco, TX)",TX,5A,,2000
Chapin,TX,5A,,2000
Chisholm Trail,TX,5A,,2000
Cigarroa,TX,5A,,2000
Cleburne,TX,5A,,2000
College Station,TX,5A,,2000
Conrad,TX,5A,,2000
"Cooper (Lubbock, TX)",TX,5A,,2000
"Cooper (Abilene, TX)",TX,5A,,2000
Coronado,TX,5A,,2000
Corsicana,TX,5A,,2000
Creekview,TX,5A,,2000
Crockett,TX,5A,,2000
Crosby,TX,5A,,2000
Crowley,TX,5A,,2000
Dayton,TX,5A,,2000
Del Valle,TX,5A,,2000
Denison,TX,5A,,2000
Denton,TX,5A,,2000
Donna,TX,5A,,2000
Donna North,TX,5A,,2000
Dripping Springs,TX,5A,,2000
Dumas,TX,5A,,2000
Dunbar,TX,5A,,2000
East View,TX,5A,,2000
Eastern Hills,TX,5A,,2000
Eastlake,TX,5A,,2000
Edcouch-Elsa,TX,5A,,2000
Edison,TX,5A,,2000
El Paso,TX,5A,,2000
Elgin,TX,5A,,2000
Ennis,TX,5A,,2000
Everman,TX,5A,,2000
Floresville,TX,5A,,2000
Flour Bluff,TX,5A,,2000
Forney,TX,5A,,2000
Fort Bend Elkins,TX,5A,,2000
Fort Bend Marshall,TX,5A,,2000
Fort Bend Willowridge,TX,5A,,2000
Foster,TX,5A,,2000
Frisco,TX,5A,,2000
Furr,TX,5A,,2000
Galena Park,TX,5A,,2000
Georgetown,TX,5A,,2000
Granbury,TX,5A,,2000
Grapevine,TX,5A,,2000
Greenville,TX,5A,,2000
Gregory-Portland,TX,5A,,2000
Hallsville,TX,5A,,2000
Hanks,TX,5A,,2000
Harlandale,TX,5A,,2000
Hereford,TX,5A,,2000
"Heritage (Colleyville, TX)",TX,5A,,2000
"Heritage (Frisco, TX)",TX,5A,,2000
Highland Park,TX,5A,,2000
Highlands,TX,5A,,2000
Hillcrest,TX,5A,,2000
Horizon,TX,5A,,2000
Houston,TX,5A,,2000
Humble,TX,5A,,2000
Huntsville,TX,5A,,2000
Hutto,TX,5A,,2000
Independence,TX,5A,,2000
Irvin,TX,5A,,2000
Jacksonville,TX,5A,,2000
"Jefferson (El Paso, TX) (El Paso, TX)",TX,5A,,2000
"Jefferson (San Antonio, TX)",TX,5A,,2000
"Jefferson (Dallas, TX)",TX,5A,,2000
John F. Kennedy,TX,5A,,2000
Joshua,TX,5A,,2000
Kimball,TX,5A,,2000
King,TX,5A,,2000
Kingwood Park,TX,5A,,2000
Lake Dallas,TX,5A,,2000
Lake Ridge,TX,5A,,2000
Lake View,TX,5A,,2000
Lamar Consolidated,TX,5A,,2000
Lancaster,TX,5A,,2000
"Lanier (Austin, TX)",TX,5A,,2000
"Lanier (San Antonio, TX)",TX,5A,,2000
LBJ Austin,TX,5A,,2000
"Lee (Baytown, TX)",TX,5A,,2000
"Lee (Houston, TX)",TX,5A,,2000
Liberty,TX,5A,,2000
Lindale,TX,5A,,2000
Little Elm,TX,5A,,2000
Livingston,TX,5A,,2000
Lockhart,TX,5A,,2000
Lone Star,TX,5A,,2000
Lopez,TX,5A,,2000
Lovejoy,TX,5A,,2000
Lubbock,TX,5A,,2000
Lumberton,TX,5A,,2000
Madison,TX,5A,,2000
Magnolia,TX,5A,,2000
Magnolia West,TX,5A,,2000
Mansfield Legacy,TX,5A,,2000
Mansfield Summit,TX,5A,,2000
Mansfield Timberview,TX,5A,,2000
Manvel,TX,5A,,2000
Marble Falls,TX,5A,,2000
Marshall,TX,5A,,2000
Martin,TX,5A,,2000
McCallum,TX,5A,,2000
McCollum,TX,5A,,2000
McKinney North,TX,5A,,2000
Medina Valley,TX,5A,,2000
Mercedes,TX,5A,,2000
Midlothian,TX,5A,,2000
Milby,TX,5A,,2000
Miller,TX,5A,,2000
Molina,TX,5A,,2000
Monterey,TX,5A,,2000
Moody,TX,5A,,2000
Mt. Pleasant,TX,5A,,2000
Nacogdoches,TX,5A,,2000
Nederland,TX,5A,,2000
New Caney,TX,5A,,2000
Newman Smith,TX,5A,,2000
Nixon,TX,5A,,2000
North Dallas,TX,5A,,2000
North Forney,TX,5A,,2000
North Side,TX,5A,,2000
Northside,TX,5A,,2000
Northwest,TX,5A,,2000
Ozen,TX,5A,,2000
Pace,TX,5A,,2000
Palo Duro,TX,5A,,2000
Parkland,TX,5A,,2000
Pflugerville Connally,TX,5A,,2000
Pine Tree,TX,5A,,2000
Pioneer,TX,5A,,2000
Plainview,TX,5A,,2000
Poly,TX,5A,,2000
Port Arthur Memorial,TX,5A,,2000
Port Neches-Groves,TX,5A,,2000
"Porter (Brownsville, TX)",TX,5A,,2000
"Porter (Porter, TX)",TX,5A,,2000
Poteet,TX,5A,,2000
Prosper,TX,5A,,2000
Randall,TX,5A,,2000
Ray,TX,5A,,2000
Reagan,TX,5A,,2000
Red Oak,TX,5A,,2000
Reedy,TX,5A,,2000
Richland,TX,5A,,2000
Rider,TX,5A,,2000
Rio Grande City,TX,5A,,2000
Riverside,TX,5A,,2000
Roma,TX,5A,,2000
Rouse,TX,5A,,2000
Royse City,TX,5A,,2000
Rudder,TX,5A,,2000
Ryan,TX,5A,,2000
Saginaw,TX,5A,,2000
Samuell,TX,5A,,2000
San Antonio Memorial,TX,5A,,2000
Santa Fe,TX,5A,,2000
Seagoville,TX,5A,,2000
"Seguin (Arlington, TX)",TX,5A,,2000
"Seguin (Seguin, TX)",TX,5A,,2000
Shadow Creek,TX,5A,,2000
Sharpstown,TX,5A,,2000
Sharyland,TX,5A,,2000
Sherman,TX,5A,,2000
South Hills,TX,5A,,2000
South Oak Cliff,TX,5A,,2000
Southside,TX,5A,,2000
Southwest,TX,5A,,2000
Splendora,TX,5A,,2000
Spruce,TX,5A,,2000
Sterling,TX,5A,,2000
Sulphur Springs,TX,5A,,2000
Sunset,TX,5A,,2000
Temple,TX,5A,,2000
Terry,TX,5A,,2000
Texas,TX,5A,,2000
Texas City,TX,5A,,2000
The Colony,TX,5A,,2000
Tivy,TX,5A,,2000
Tomball,TX,5A,,2000
Tomball Memorial,TX,5A,,2000
Travis,TX,5A,,2000
Trimble Tech,TX,5A,,2000
Tuloso-Midway,TX,5A,,2000
Turner,TX,5A,,2000
University,TX,5A,,2000
Uvalde,TX,5A,,2000
V.R. Eaton,TX,5A,,2000
Valley View,TX,5A,,2000
"Veterans Memorial (Brownsville, TX) (Brownsville, TX)",TX,5A,,2000
"Veterans Memorial (Mission, TX)",TX,5A,,2000
"Veterans Memorial (Corpus Christi, TX)",TX,5A,,2000
Victoria East,TX,5A,,2000
Victoria West,TX,5A,,2000
Vidor,TX,5A,,2000
Waco,TX,5A,,2000
Wakeland,TX,5A,,2000
Waller,TX,5A,,2000
Waltrip,TX,5A,,2000
Waxahachie,TX,5A,,2000
West Mesquite,TX,5A,,2000
Western Hills,TX,5A,,2000
Whitehouse,TX,5A,,2000
Wichita Falls,TX,5A,,2000
Willis,TX,5A,,2000
Wilson,TX,5A,,2000
Winn,TX,5A,,2000
Wyatt,TX,5A,,2000
Wylie East,TX,5A,,2000
Young Men's Leadership Academy,TX,5A,,2000
Ysleta,TX,5A,,2000
Abilene,TX,6A,1874,3000
Akins,TX,6A,2565,3000
Aldine,TX,6A,2354,3000
Alexander,TX,6A,2772,3000
Alief Elsik,TX,6A,3973,3000
Alief Hastings,TX,6A,,3000
Alief Taylor,TX,6A,,3000
Allen,TX,6A,4419,3000
Alvin,TX,6A,2524,3000
Americas,TX,6A,2267,3000
Anderson,TX,6A,2185,3000
Arlington,TX,6A,2863,3000
Atascocita,TX,6A,,3000
Bell,TX,6A,,3000
Bellaire,TX,6A,,3000
Belton,TX,6A,,3000
Benjamin Davis,TX,6A,,3000
Berkner,TX,6A,,3000
"Bowie (Arlington, TX)",TX,6A,,3000
"Bowie (Austin, TX)",TX,6A,,3000
Boyd,TX,6A,,3000
Brandeis,TX,6A,,3000
Brazoswood,TX,6A,,3000
Brennan,TX,6A,,3000
Byron Nelson,TX,6A,,3000
Canyon,TX,6A,,3000
Carroll,TX,6A,,3000
Cedar Hill,TX,6A,,3000
Cedar Ridge,TX,6A,,3000
Channelview,TX,6A,,3000
Chavez,TX,6A,,3000
Churchill,TX,6A,,3000
Cinco Ranch,TX,6A,,3000
Clark,TX,6A,,3000
Clear Brook,TX,6A,,3000
Clear Creek,TX,6A,,3000
Clear Falls,TX,6A,,3000
Clear Lake,TX,6A,,3000
Clear Springs,TX,6A,,3000
Clemens,TX,6A,,3000
College Park,TX,6A,,3000
Conroe,TX,6A,,3000
Coppell,TX,6A,,3000
Copperas Cove,TX,6A,,3000
Coronado,TX,6A,,3000
Cy-Fair,TX,6A,,3000
Cypress Creek,TX,6A,,3000
Cypress Falls,TX,6A,,3000
Cypress Lakes,TX,6A,,3000
Cypress Ranch,TX,6A,,3000
Cypress Springs,TX,6A,,3000
Cypress Woods,TX,6A,,3000
Cy-Ridge,TX,6A,,3000
Dallas Jesuit,TX,6A,,3000
Dawson,TX,6A,,3000
Deer Park,TX,6A,,3000
Dekaney,TX,6A,,3000
Del Rio,TX,6A,,3000
Del Valle,TX,6A,,3000
DeSoto,TX,6A,,3000
Dickinson,TX,6A,,3000
Dobie,TX,6A,,3000
Duncanville,TX,6A,,3000
Eagle Pass,TX,6A,,3000
East Central,TX,6A,,3000
Eastwood,TX,6A,,3000
Economedes,TX,6A,,3000
Edinburg,TX,6A,,3000
Edinburg North,TX,6A,,3000
Eisenhower,TX,6A,,3000
El Dorado,TX,6A,,3000
Ellison,TX,6A,,3000
Flower Mound,TX,6A,,3000
Fort Bend Austin,TX,6A,,3000
Fort Bend Bush,TX,6A,,3000
Fort Bend Clements,TX,6A,,3000
Fort Bend Dulles,TX,6A,,3000
Fort Bend Hightower,TX,6A,,3000
Fort Bend Kempner,TX,6A,,3000
Fort Bend Travis,TX,6A,,3000
Fossil Ridge,TX,6A,,3000
Franklin,TX,6A,,3000
Frenship,TX,6A,,3000
Friendswood,TX,6A,,3000
Garland,TX,6A,,3000
George Ranch,TX,6A,,3000
Goose Creek Memorial,TX,6A,,3000
Grand Prairie,TX,6A,,3000
Guyer,TX,6A,,3000
Haltom,TX,6A,,3000
Hanna,TX,6A,,3000
Harker Heights,TX,6A,,3000
Harlingen,TX,6A,,3000
Harlingen South,TX,6A,,3000
Hays,TX,6A,,3000
Hebron,TX,6A,,3000
Hendrickson,TX,6A,,3000
Holmes,TX,6A,,3000
Horn,TX,6A,,3000
Houston Math Science & Tech,TX,6A,,3000
Irving,TX,6A,,3000
Jay,TX,6A,,3000
Jersey Village,TX,6A,,3000
Johnson,TX,6A,,3000
Juarez-Lincoln,TX,6A,,3000
Judson,TX,6A,,3000
Katy,TX,6A,,3000
Katy Taylor,TX,6A,,3000
Keller,TX,6A,,3000
Keller Central,TX,6A,,3000
Killeen,TX,6A,,3000
King,TX,6A,,3000
Kingwood,TX,6A,,3000
Klein,TX,6A,,3000
Klein Collins,TX,6A,,3000
Klein Forest,TX,6A,,3000
Klein Oak,TX,6A,,3000
La Joya,TX,6A,,3000
La Porte,TX,6A,,3000
Lake Highlands,TX,6A,,3000
Lake Travis,TX,6A,,3000
Lakeview Centennial,TX,6A,,3000
"Lamar (Houston, TX)",TX,6A,,3000
"Lamar (Arlington, TX)",TX,6A,,3000
Langham Creek,TX,6A,,3000
Laredo LBJ,TX,6A,,3000
Leander,TX,6A,,3000
"Lee (Tyler, TX)",TX,6A,,3000
"Lee (San Antonio, TX)",TX,6A,,3000
Lehman,TX,6A,,3000
Lewisville,TX,6A,,3000
Longview,TX,6A,,3000
Los Fresnos,TX,6A,,3000
Lufkin,TX,6A,,3000
"MacArthur (Irving, TX) (Irving, TX)",TX,6A,,3000
"MacArthur (Houston, TX)",TX,6A,,3000
"MacArthur (San Antonio, TX)",TX,6A,,3000
Madison,TX,6A,,3000
Manor,TX,6A,,3000
Mansfield,TX,6A,,3000
Marcus,TX,6A,,3000
Marshall,TX,6A,,3000
Martin,TX,6A,,3000
Mayde Creek,TX,6A,,3000
McAllen,TX,6A,,3000
McAllen Memorial,TX,6A,,3000
McKinney,TX,6A,,3000
McNeil,TX,6A,,3000
Memorial,TX,6A,,3000
Mesquite,TX,6A,,3000
Midland,TX,6A,,3000
Midland Lee,TX,6A,,3000
Midway,TX,6A,,3000
Mission,TX,6A,,3000
Montgomery,TX,6A,,3000
Montwood,TX,6A,,3000
Morton Ranch,TX,6A,,3000
Naaman Forest,TX,6A,,3000
New Braunfels,TX,6A,,3000
"Nimitz (Irving, TX)",TX,6A,,3000
"Nimitz (Houston, TX)",TX,6A,,3000
North Crowley,TX,6A,,3000
North Garland,TX,6A,,3000
North Mesquite,TX,6A,,3000
North Shore,TX,6A,,3000
Northbrook,TX,6A,,3000
Oak Ridge,TX,6A,,3000
O'Connor,TX,6A,,3000
Odessa,TX,6A,,3000
Palmview,TX,6A,,3000
Pasadena,TX,6A,,3000
Pasadena Memorial,TX,6A,,3000
Paschal,TX,6A,,3000
Pearce,TX,6A,,3000
Pearland,TX,6A,,3000
Pebble Hills,TX,6A,,3000
Permian,TX,6A,,3000
Pflugerville,TX,6A,,3000
Pharr-San Juan-Alamo,TX,6A,,3000
Pharr-San Juan-Alamo Memorial,TX,6A,,3000
Pharr-San Juan-Alamo North,TX,6A,,3000
Pharr-San Juan-Alamo Southwest,TX,6A,,3000
Plano,TX,6A,,3000
Plano East,TX,6A,,3000
Plano West,TX,6A,,3000
"Reagan (San Antonio, TX)",TX,6A,,3000
"Reagan (Houston, TX)",TX,6A,,3000
Richardson,TX,6A,,3000
Ridge Point,TX,6A,,3000
Rivera,TX,6A,,3000
Rockwall,TX,6A,,3000
Rockwall-Heath,TX,6A,,3000
Roosevelt,TX,6A,,3000
Round Rock,TX,6A,,3000
Round Rock Westwood,TX,6A,,3000
Rowe,TX,6A,,3000
Rowlett,TX,6A,,3000
Sachse,TX,6A,,3000
Sam Houston,TX,6A,,3000
Sam Rayburn,TX,6A,,3000
San Angelo Central,TX,6A,,3000
San Benito,TX,6A,,3000
San Marcos,TX,6A,,3000
Seven Lakes,TX,6A,,3000
Shoemaker,TX,6A,,3000
Skyline,TX,6A,,3000
Smithson Valley,TX,6A,,3000
Socorro,TX,6A,,3000
South Garland,TX,6A,,3000
South Grand Prairie,TX,6A,,3000
South Houston,TX,6A,,3000
South San Antonio,TX,6A,,3000
Southwest,TX,6A,,3000
Spring,TX,6A,,3000
Spring Woods,TX,6A,,3000
Steele,TX,6A,,3000
Sterling,TX,6A,,3000
Stevens,TX,6A,,3000
Stony Point,TX,6A,,3000
Strake Jesuit,TX,6A,,3000
Stratford,TX,6A,,3000
Summer Creek,TX,6A,,3000
Taft,TX,6A,,3000
Tascosa,TX,6A,,3000
The Woodlands,TX,6A,,3000
Timber Creek,TX,6A,,3000
Tompkins,TX,6A,,3000
Trinity,TX,6A,,3000
Tyler,TX,6A,,3000
United,TX,6A,,3000
United South,TX,6A,,3000
Vandegrift,TX,6A,,3000
Vela,TX,6A,,3000
Vista Ridge,TX,6A,,3000
Wagner,TX,6A,,3000
Warren,TX,6A,,3000
Weatherford,TX,6A,,3000
Weslaco,TX,6A,,3000
Weslaco East,TX,6A,,3000
West Brook,TX,6A,,3000
Westbury,TX,6A,,3000
Westfield,TX,6A,,3000
Westlake,TX,6A,,3000
Westside,TX,6A,,3000
White,TX,6A,,3000
Wylie,TX,6A,,3000
All Saints,TX,Southwest Prep,,1
Casady,TX,Southwest Prep,,1
Cistercian,TX,Southwest Prep,174,1
Cooper,TX,Southwest Prep,191,1
Episcopal,TX,Southwest Prep,,1
Episcopal School of Dallas,TX,Southwest Prep,330,1
Fort Worth Country Day,TX,Southwest Prep,342,1
Greenhill,TX,Southwest Prep,381,1
Holland Hall,TX,Southwest Prep,,1
Houston Christian,TX,Southwest Prep,507,1
Kinkaid,TX,Southwest Prep,409,1
Oakridge,TX,Southwest Prep,261,1
Saint Mary's Hall,TX,Southwest Prep,307,1
St. Andrew's,TX,Southwest Prep,297,1
St. John's,TX,Southwest Prep,,1
St. Mark's,TX,Southwest Prep,,1
St. Stephen's Episcopal,TX,Southwest Prep,,1
Trinity Valley,TX,Southwest Prep,,1
All Saints Episcopal School,TX,TAPPS 1A,200,1
Athens Christian Preparatory Academy,TX,TAPPS 1A,50,1
Banff,TX,TAPPS 1A,27,1
Brenham Christian Academy,TX,TAPPS 1A,44,1
Calvary Baptist,TX,TAPPS 1A,,1
Christ Academy,TX,TAPPS 1A,63,1
Cornerstone Christian,TX,TAPPS 1A,39,1
Covenant Classical,TX,TAPPS 1A,74,1
Dallas International,TX,TAPPS 1A,150,1
Faith Academy,TX,TAPPS 1A,93,1
Faith Christian Academy,TX,TAPPS 1A,,1
Family Christian,TX,TAPPS 1A,68,1
First Baptist,TX,TAPPS 1A,,1
Fulton Academy,TX,TAPPS 1A,,1
Gateway Christian,TX,TAPPS 1A,,1
Harvest Christian,TX,TAPPS 1A,,1
Heritage Christian,TX,TAPPS 1A,,1
Hill Country Christian,TX,TAPPS 1A,,1
Holy Cross Academy,TX,TAPPS 1A,,1
Jesus Chapel,TX,TAPPS 1A,,1
Juan Diego Academy,TX,TAPPS 1A,,1
Kingdom Prep Academy,TX,TAPPS 1A,,1
Legacy Christian Academy,TX,TAPPS 1A,,1
Legacy Prep Christian Academy,TX,TAPPS 1A,,1
Lifegate Christian,TX,TAPPS 1A,,1
Lifestyle Christian,TX,TAPPS 1A,,1
Living Stones Christian,TX,TAPPS 1A,,1
Longview Christian,TX,TAPPS 1A,,1
Macedonian Christian,TX,TAPPS 1A,,1
New Life Christian,TX,TAPPS 1A,,1
North Central Texas Academy,TX,TAPPS 1A,,1
Northeast Christian,TX,TAPPS 1A,,1
Regents Academy,TX,TAPPS 1A,,1
River City Believers Academy,TX,TAPPS 1A,,1
Selwyn,TX,TAPPS 1A,,1
South Texas Christian Academy,TX,TAPPS 1A,,1
Southcrest Christian,TX,TAPPS 1A,,1
Southwest Christian Academy,TX,TAPPS 1A,,1
St. Mary's,TX,TAPPS 1A,,1
StoneGate Christian Academy,TX,TAPPS 1A,,1
Valley Grande Adventist Academy,TX,TAPPS 1A,,1
Victory Life Academy,TX,TAPPS 1A,,1
Waxahachie Prep,TX,TAPPS 1A,,1
Westwood,TX,TAPPS 1A,,1
Wichita Christian,TX,TAPPS 1A,,1
Allen Academy,TX,TAPPS 2A,105,1
Alpha Omega Academy,TX,TAPPS 2A,108,1
Ascension Academy,TX,TAPPS 2A,46,1
Austin Waldorf,TX,TAPPS 2A,120,1
Beren Academy,TX,TAPPS 2A,97,1
Bethesda Christian,TX,TAPPS 2A,123,1
Bracken Christian,TX,TAPPS 2A,88,1
Brazos Christian,TX,TAPPS 2A,110,1
Brazosport Christian,TX,TAPPS 2A,54,1
Briarwood,TX,TAPPS 2A,,1
Calvary Academy,TX,TAPPS 2A,66,1
Cambridge,TX,TAPPS 2A,67,1
Canterbury Episcopal,TX,TAPPS 2A,,1
Canyon Creek Christian Academy,TX,TAPPS 2A,,1
Carrollton Christian Academy,TX,TAPPS 2A,,1
Castle Hills First Baptist,TX,TAPPS 2A,,1
Chinquapin,TX,TAPPS 2A,,1
Christ the King Cathedral,TX,TAPPS 2A,,1
Christian Academy,TX,TAPPS 2A,,1
Christian Heritage,TX,TAPPS 2A,,1
Community Christian,TX,TAPPS 2A,,1
Covenant Christian,TX,TAPPS 2A,,1
East Texas Christian Academy,TX,TAPPS 2A,,1
Fairhill,TX,TAPPS 2A,,1
Faith Academy,TX,TAPPS 2A,,1
First Baptist Academy,TX,TAPPS 2A,,1
First Baptist Christian,TX,TAPPS 2A,,1
Garland Christian Academy,TX,TAPPS 2A,,1
Greenville Christian,TX,TAPPS 2A,,1
Harvest Christian,TX,TAPPS 2A,,1
Hill Country Christian School of Austin,TX,TAPPS 2A,,1
Holy Trinity Catholic,TX,TAPPS 2A,,1
Lakehill Prep,TX,TAPPS 2A,,1
Live Oak Classical,TX,TAPPS 2A,,1
Lutheran,TX,TAPPS 2A,,1
New Braunfels Christian Academy,TX,TAPPS 2A,,1
Notre Dame Catholic,TX,TAPPS 2A,,1
Plainview Christian,TX,TAPPS 2A,,1
Providence Classical,TX,TAPPS 2A,,1
Rosehill Christian,TX,TAPPS 2A,,1
"Sacred Heart (Muenster, TX)",TX,TAPPS 2A,,1
"Sacred Heart (Hallettsville, TX)",TX,TAPPS 2A,,1
St. Paul,TX,TAPPS 2A,,1
Summit Christian Academy,TX,TAPPS 2A,,1
Texas Christian Academy,TX,TAPPS 2A,,1
Texoma Christian,TX,TAPPS 2A,,1
Trinity Christian,TX,TAPPS 2A,,1
Trinity School of Texas,TX,TAPPS 2A,,1
Tyler Street Christian Academy,TX,TAPPS 2A,,1
Veritas Academy,TX,TAPPS 2A,,1
Winston,TX,TAPPS 2A,,1
Woodlands Prep,TX,TAPPS 2A,,1
Abilene Christian,TX,TAPPS 3A,,1
Bay Area Christian,TX,TAPPS 3A,212,1
Baytown Christian,TX,TAPPS 3A,71,1
Brentwood Christian,TX,TAPPS 3A,190,1
British,TX,TAPPS 3A,262,1
Burton Adventist Academy,TX,TAPPS 3A,98,1
Calvary Christian,TX,TAPPS 3A,109,1
Central Texas Christian,TX,TAPPS 3A,167,1
